,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_MRLOW,BalabanJ,Ipc,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA7,SlogP_VSA8,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState9,NumAliphaticHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,MolLogP,fr_Al_COO,fr_ArN,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_Imine,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_bicyclic,fr_epoxide,fr_ester,fr_furan,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_oxime,fr_para_hydroxylation,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_thiazole,fr_thiophene,fr_unbrch_alkane,"IC50, mM","CC50, mM",SI
465,12.41881306768097,0.07153708042766804,-0.07153708042766804,0.1920583661078052,16.12820512820513,529.6010000000002,0.2496372911532231,-0.4967677863726341,0.8461538461538461,16.48106410588733,10.0823956203031,2.201912976840175,-2.296409956495627,0.1042809026010007,1.227412393973295,1071324067.998359,24.0104083231011,5.749511833283905,5.783244946364939,17.84501784295948,0.0,0.0,4.794537184071822,5.425791397110385,20.05334308858135,0.0,30.34148838068032,41.46839136407431,31.7424771153473,39.75192597886452,35.91888347569362,14.95193556284163,5.101407525739723,0.0,74.94196188179085,19.96247381261139,86.6661321117214,9.473725907600098,0.0,6.076020106833881,0.0,5.783244946364939,55.58550902599205,37.30592860704429,0.0,49.74190660832705,24.26546827384644,30.29497542644548,19.19456738234735,5.355555072291693,2.228758840309923,5.046448868021236,1.596205754253556,2,1,2,2.8955,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,320.9945544217944,566.4609783914019,1.764705882352942
466,12.30111134810425,0.06324360585710198,-0.1796417667466401,0.2001116883770983,16.31578947368421,515.5740000000004,0.2496372911532231,-0.5079418326221169,0.868421052631579,16.48033790490496,10.08148502340588,2.201844977125831,-2.296409960842014,0.1042457048907682,1.242665253156017,612005784.8626959,24.38007276414176,5.749511833283905,5.783244946364939,17.84501784295948,0.0,0.0,4.794537184071822,5.425791397110385,20.05334308858135,0.0,42.47422251760354,29.33565722715109,31.7424771153473,32.64212843758699,35.91888347569362,14.95193556284163,5.101407525739723,0.0,67.8321643405133,15.22561085881134,84.66286196528458,9.473725907600098,0.0,6.076020106833881,0.0,11.53275677964884,49.83599719270815,37.30592860704429,18.2087542437571,24.42335482329242,24.26546827384644,30.29497542644548,14.45770442854731,5.107746759058327,1.441043358815355,4.895823428980774,0.0,2,1,2,2.5925,0,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5.818723488441106,38.20961757409659,6.566666666666666
467,12.39349478064393,0.2384151466777145,-4.787396093211905,0.1727893786648221,16.26190476190476,583.5710000000001,0.572596303524203,-0.4057992592630253,0.8333333333333334,19.42246104760021,10.08230140915951,2.306206522048682,-2.296409959047971,-0.2741936260469208,1.200466576557769,2949983352.723527,24.0104083231011,5.749511833283905,5.783244946364939,17.84501784295948,0.0,6.362358859030383,4.794537184071822,5.425791397110385,20.05334308858135,13.17124514302446,30.34148838068032,41.46839136407431,31.7424771153473,32.64212843758699,35.91888347569362,14.95193556284163,5.101407525739723,6.362358859030383,67.8321643405133,19.96247381261139,85.91869342947425,9.473725907600098,0.0,6.076020106833881,0.0,17.09620827134584,70.45157132466144,23.25963712031721,18.2087542437571,24.42335482329242,12.13273413692322,40.01581690119274,9.473725907600098,4.692443866402525,0.6961316011466763,-0.1983649075413869,0.0,2,1,2,3.785500000000003,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22.27648545602536,514.0727412928929,23.07692307692308
468,12.19750023699314,0.1382528778577512,-0.1382528778577512,0.2135720401033163,16.43243243243243,500.5630000000005,0.2496372911532231,-0.3777738669994791,0.8378378378378378,16.48029968990713,10.11274748435935,2.201677055694387,-2.29640994973426,0.1038415498726376,1.246134333946383,438849298.5588037,19.27354536930105,5.693927994848461,0.0,23.62826278932442,0.0,0.0,9.77851570501903,5.425791397110385,20.05334308858135,0.0,36.40785544914193,29.33565722715109,32.37586919526338,32.64212843758699,35.91888347569362,19.93591408378883,5.101407525739723,0.0,67.8321643405133,15.22561085881134,84.54031309139107,9.473725907600098,0.0,6.076020106833881,0.0,5.783244946364939,49.96647369585961,37.30592860704429,6.076020106833881,36.6865654633671,24.26546827384644,35.27895394739269,14.45770442854731,5.153744861477301,1.449325471490048,6.582769714016283,0.0,2,2,2,2.281899999999999,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,26.96952443738575,599.322765275239,22.22222222222222
469,13.88315644062046,0.2457691510246076,-2.330694604748028,0.08032583140706577,16.02380952380953,589.525,0.2496372911532231,-0.3777738669994791,0.7380952380952381,19.17821887022976,10.06028644466201,2.282879941031041,-2.296409957097477,0.1032081777323297,1.263837668286697,3038885903.753051,19.27354536930105,0.0,29.05212831054852,23.66223868400538,0.0,0.0,4.794537184071822,27.37786663548448,20.05334308858135,0.0,30.34148838068032,17.20292309022787,26.1790256236503,38.20557992928399,35.91888347569362,14.95193556284163,5.101407525739723,0.0,67.8321643405133,15.22561085881134,79.55633457044387,9.473725907600098,0.0,6.076020106833881,0.0,5.948339280986494,75.63013502706895,6.076020106833881,12.2906206863692,24.26546827384644,9.799819461700956,25.47913448569173,9.473725907600098,2.369642383763087,-11.19581390514165,3.409295728548229,0.0,2,1,2,3.582400000000003,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12.04351270251336,78.36764603607287,6.507042253521128
470,12.63140943956305,0.1332963396869273,-0.1332963396869273,0.1706756489702062,15.85365853658537,559.6270000000002,0.2496372911532231,-0.4928695251730566,0.8292682926829268,16.50867908526259,10.07600296507936,2.202791010393846,-2.296409962189486,0.1042436639618874,1.230833636422032,2633168151.55736,28.74727127690115,0.0,17.28226861293275,17.84501784295948,0.0,0.0,4.794537184071822,5.425791397110385,20.05334308858135,0.0,30.34148838068032,35.4020242956127,31.7424771153473,46.86172352014205,35.91888347569362,14.95193556284163,5.101407525739723,0.0,82.05175942306838,24.69933676641144,93.77592965299893,9.473725907600098,0.0,6.076020106833881,0.0,5.783244946364939,61.33502085927596,37.30592860704429,13.18581764811141,37.59951943303156,24.26546827384644,30.29497542644548,23.9314303361474,5.223676675440387,2.515908316839549,4.989100703319176,3.09657301079654,2,1,2,2.904100000000001,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,10.7213694762611,536.0684738130551,50.00000000000001
471,12.42179665926575,0.1586541124256524,-0.1586541124256524,0.1853954243407323,16.25641025641026,568.4650000000001,0.2496372911532231,-0.3777738669994791,0.8205128205128205,35.49826363301398,10.08445627680996,2.202205127180399,-2.296409959724455,0.104284080538732,1.238454247395315,906762505.7874922,19.27354536930105,0.0,5.783244946364939,17.84501784295948,0.0,0.0,4.794537184071822,5.425791397110385,20.05334308858135,0.0,53.54336816114535,35.4020242956127,31.7424771153473,42.68739506506964,59.12076325615865,14.95193556284163,5.101407525739723,0.0,67.8321643405133,15.22561085881134,79.55633457044387,9.473725907600098,10.04526662748265,6.076020106833881,0.0,5.783244946364939,59.8812638201908,37.30592860704429,6.076020106833881,30.48972189175403,24.26546827384644,30.29497542644548,37.65958420901234,5.158969304839555,1.399404876640502,4.929773603670419,0.0,2,1,2,4.193700000000005,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22.86852183152232,527.7351191889767,23.07692307692308
472,13.01825751212541,0.2532963396869274,-0.2532963396869274,0.1526075459613379,15.6046511627907,589.653,0.2496372911532231,-0.4964800950520081,0.813953488372093,16.49050209423905,10.05454989519955,2.209407603843478,-2.296409965539207,0.103696367086797,1.257937594249198,6420316651.146022,33.4841342307012,22.81198699154871,5.783244946364939,17.84501784295948,0.0,0.0,4.794537184071822,5.425791397110385,20.05334308858135,0.0,30.34148838068032,17.20292309022787,38.31175976057352,53.97152106141958,35.91888347569362,14.95193556284163,5.101407525739723,0.0,89.16155696434592,29.43619972021149,100.8857271942765,9.473725907600098,0.0,6.076020106833881,0.0,5.783244946364939,93.26355831621017,11.12690298339399,27.40541273066648,24.42335482329242,24.26546827384644,30.29497542644548,28.66829328994745,4.97037107981763,2.565029207507135,4.893322146258151,4.533078955920011,2,1,2,2.912700000000001,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,18.65491294091311,508.7703529339938,27.27272727272727
473,13.04741469132917,0.1897343593392329,-0.3723612714146951,0.2089247487698398,16.34210526315789,517.5650000000004,0.2496372911532231,-0.3777738669994791,0.8157894736842105,19.14214869814462,10.08403523636071,2.201822942889796,-2.296409955032948,0.1042797795442987,1.2381539030347,620145204.0410619,19.27354536930105,5.817220841045895,5.783244946364939,17.84501784295948,0.0,0.0,4.794537184071822,9.816206444785205,20.05334308858135,0.0,30.34148838068032,41.46839136407431,31.7424771153473,32.64212843758699,35.91888347569362,14.95193556284163,5.101407525739723,0.0,67.8321643405133,15.22561085881134,79.55633457044387,9.473725907600098,0.0,6.076020106833881,0.0,11.60046578741083,76.01502281635845,11.12690298339399,30.34148838068032,12.2906206863692,24.26546827384644,35.27895394739269,9.473725907600098,5.081361370916501,0.9802428202634317,4.857672414392447,0.0,2,1,2,3.026000000000002,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8.69450970693706,579.6339804624706,66.66666666666666
474,12.33048398604832,0.07862324822812172,-0.07862324822812172,0.1519214436648635,16.31578947368421,514.5900000000004,0.2496372911532231,-0.3987282321112556,0.8157894736842105,16.48030081275824,10.08053983082153,2.201764084759519,-2.296409955328195,0.1042867332071333,1.2381539030347,620145204.0410619,25.00721284646324,0.0,5.783244946364939,17.84501784295948,0.0,0.0,4.794537184071822,5.425791397110385,20.05334308858135,0.0,30.34148838068032,41.46839136407431,37.42986339003086,32.64212843758699,41.60626975037719,14.95193556284163,5.101407525739723,0.0,73.5658318176755,20.95927833597353,79.55633457044387,9.473725907600098,0.0,6.076020106833881,0.0,5.783244946364939,55.52338346739171,37.30592860704429,0.0,42.63210906704952,24.26546827384644,30.29497542644548,20.19137190570949,11.64640785899821,1.504031560813929,5.025473706506927,0.0,2,1,2,2.4691,0,1,0,0,0,0,1,1,0,0,1,0,4,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,89.39120701448914,46.63889061625521,0.5217391304347827
